ar,kvartal,diagnoskapitel_kod,diagnoskapitel_text,lan_kod,lan_text,antal,andel,antal_kvinnor,andel_kvinnor,antal_man,andel_man
2013,3,P00-P96,Vissa perinatala tillstånd,08,Kalmar län,-,-,-,-,-,-
2013,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",08,Kalmar län,..,..,10,0.42,..,..
2013,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",08,Kalmar län,68,1.85,47,2,21,1.59
2013,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",08,Kalmar län,313,8.52,144,6.12,169,12.8
2013,3,U00-U99,Koder för särskilda ändamål,08,Kalmar län,..,..,-,-,..,..
2013,3,V01-Y98,Yttre orsaker till sjukdom och död,08,Kalmar län,..,..,-,-,..,..
2013,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,08,Kalmar län,40,1.09,25,1.06,15,1.14
2013,3,-00--99,Saknas/Okänd,08,Kalmar län,144,3.92,83,3.53,61,4.62
2013,3,Samtliga,Samtliga,09,Gotlands län,783,100,512,100,271,100
2013,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,09,Gotlands län,..,..,..,..,..,..
2013,3,C00-D48,Tumörer,09,Gotlands län,55,7.02,34,6.64,21,7.75
2013,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,09,Gotlands län,..,..,..,..,-,-
2013,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",09,Gotlands län,..,..,..,..,..,..
2013,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,09,Gotlands län,277,35.4,204,39.8,73,26.9
2013,3,G00-G99,Sjukdomar i nervsystemet,09,Gotlands län,25,3.19,13,2.54,12,4.43
2013,3,H00-H59,Sjukdomar i ögat och närliggande organ,09,Gotlands län,..,..,..,..,..,..
2013,3,H60-H95,Sjukdomar i örat och mastoidutskottet,09,Gotlands län,..,..,..,..,-,-
2013,3,I00-I99,Cirkulationsorganens sjukdomar,09,Gotlands län,42,5.36,19,3.71,23,8.49
2013,3,J00-J99,Andningsorganens sjukdomar,09,Gotlands län,..,..,..,..,..,..
2013,3,K00-K93,Matsmältningsorganens sjukdomar,09,Gotlands län,..,..,14,2.73,..,..
2013,3,L00-L99,Hudens och underhudens sjukdomar,09,Gotlands län,..,..,..,..,..,..
2013,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,09,Gotlands län,158,20.2,105,20.5,53,19.6
2013,3,N00-N99,Sjukdomar i urin- och könsorganen,09,Gotlands län,..,..,..,..,..,..
2013,3,O00-O99,"Graviditet, förlossning och barnsängstid",09,Gotlands län,19,2.43,19,3.71,-,-
2013,3,P00-P96,Vissa perinatala tillstånd,09,Gotlands län,..,..,-,-,..,..
2013,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",09,Gotlands län,..,..,-,-,..,..
2013,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",09,Gotlands län,..,..,14,2.73,..,..
2013,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",09,Gotlands län,85,10.9,39,7.62,46,17
2013,3,U00-U99,Koder för särskilda ändamål,09,Gotlands län,-,-,-,-,-,-
2013,3,V01-Y98,Yttre orsaker till sjukdom och död,09,Gotlands län,-,-,-,-,-,-
2013,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,09,Gotlands län,..,..,..,..,-,-
2013,3,-00--99,Saknas/Okänd,09,Gotlands län,32,4.09,21,4.1,11,4.06
2013,3,Samtliga,Samtliga,10,Blekinge län,2045,100,1296,100,749,100
2013,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,10,Blekinge län,..,..,..,..,..,..
2013,3,C00-D48,Tumörer,10,Blekinge län,157,7.68,105,8.1,52,6.94
2013,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,10,Blekinge län,..,..,..,..,..,..
2013,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",10,Blekinge län,33,1.61,21,1.62,12,1.6
2013,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,10,Blekinge län,706,34.5,478,36.9,228,30.4
2013,3,G00-G99,Sjukdomar i nervsystemet,10,Blekinge län,91,4.45,58,4.48,33,4.41
2013,3,H00-H59,Sjukdomar i ögat och närliggande organ,10,Blekinge län,..,..,..,..,..,..
2013,3,H60-H95,Sjukdomar i örat och mastoidutskottet,10,Blekinge län,..,..,..,..,..,..
2013,3,I00-I99,Cirkulationsorganens sjukdomar,10,Blekinge län,78,3.81,30,2.31,48,6.41
2013,3,J00-J99,Andningsorganens sjukdomar,10,Blekinge län,35,1.71,23,1.77,12,1.6
2013,3,K00-K93,Matsmältningsorganens sjukdomar,10,Blekinge län,42,2.05,20,1.54,22,2.94
2013,3,L00-L99,Hudens och underhudens sjukdomar,10,Blekinge län,..,..,..,..,..,..
2013,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,10,Blekinge län,517,25.3,325,25.1,192,25.6
2013,3,N00-N99,Sjukdomar i urin- och könsorganen,10,Blekinge län,27,1.32,12,0.93,15,2
2013,3,O00-O99,"Graviditet, förlossning och barnsängstid",10,Blekinge län,47,2.3,47,3.63,-,-
2013,3,P00-P96,Vissa perinatala tillstånd,10,Blekinge län,-,-,-,-,-,-
2013,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",10,Blekinge län,..,..,..,..,..,..
2013,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",10,Blekinge län,51,2.49,32,2.47,19,2.54
2013,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10,Blekinge län,135,6.6,71,5.48,64,8.54
2013,3,U00-U99,Koder för särskilda ändamål,10,Blekinge län,-,-,-,-,-,-
2013,3,V01-Y98,Yttre orsaker till sjukdom och död,10,Blekinge län,..,..,..,..,-,-
2013,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,10,Blekinge län,..,..,..,..,11,1.47
2013,3,-00--99,Saknas/Okänd,10,Blekinge län,54,2.64,37,2.85,17,2.27
2013,3,Samtliga,Samtliga,12,Skåne län,16364,100,10627,100,5737,100
2013,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,12,Skåne län,75,0.46,52,0.49,23,0.4
2013,3,C00-D48,Tumörer,12,Skåne län,1161,7.09,758,7.13,403,7.02
2013,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,12,Skåne län,..,..,22,0.21,..,..
2013,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",12,Skåne län,226,1.38,156,1.47,70,1.22
2013,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,12,Skåne län,6072,37.1,4331,40.8,1741,30.3
2013,3,G00-G99,Sjukdomar i nervsystemet,12,Skåne län,623,3.81,404,3.8,219,3.82
2013,3,H00-H59,Sjukdomar i ögat och närliggande organ,12,Skåne län,93,0.57,43,0.4,50,0.87
2013,3,H60-H95,Sjukdomar i örat och mastoidutskottet,12,Skåne län,70,0.43,52,0.49,18,0.31
2013,3,I00-I99,Cirkulationsorganens sjukdomar,12,Skåne län,672,4.11,252,2.37,420,7.32
2013,3,J00-J99,Andningsorganens sjukdomar,12,Skåne län,171,1.04,115,1.08,56,0.98
2013,3,K00-K93,Matsmältningsorganens sjukdomar,12,Skåne län,269,1.64,149,1.4,120,2.09
2013,3,L00-L99,Hudens och underhudens sjukdomar,12,Skåne län,90,0.55,52,0.49,38,0.66
2013,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,12,Skåne län,3993,24.4,2513,23.6,1480,25.8
2013,3,N00-N99,Sjukdomar i urin- och könsorganen,12,Skåne län,182,1.11,117,1.1,65,1.13
2013,3,O00-O99,"Graviditet, förlossning och barnsängstid",12,Skåne län,371,2.27,371,3.49,-,-
2013,3,P00-P96,Vissa perinatala tillstånd,12,Skåne län,..,..,..,..,-,-
2013,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",12,Skåne län,..,..,40,0.38,..,..
2013,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",12,Skåne län,311,1.9,216,2.03,95,1.66
2013,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",12,Skåne län,1170,7.15,520,4.89,650,11.3
2013,3,U00-U99,Koder för särskilda ändamål,12,Skåne län,-,-,-,-,-,-
2013,3,V01-Y98,Yttre orsaker till sjukdom och död,12,Skåne län,..,..,..,..,-,-
2013,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,12,Skåne län,164,1,87,0.82,77,1.34
2013,3,-00--99,Saknas/Okänd,12,Skåne län,564,3.45,373,3.51,191,3.33
2013,3,Samtliga,Samtliga,13,Hallands län,4369,100,2758,100,1611,100
2013,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,13,Hallands län,25,0.57,14,0.51,11,0.68
2013,3,C00-D48,Tumörer,13,Hallands län,336,7.69,216,7.83,120,7.45
2013,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,13,Hallands län,..,..,..,..,..,..
2013,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",13,Hallands län,52,1.19,36,1.31,16,0.99
2013,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,13,Hallands län,1524,34.9,1075,39,449,27.9
2013,3,G00-G99,Sjukdomar i nervsystemet,13,Hallands län,168,3.85,115,4.17,53,3.29
2013,3,H00-H59,Sjukdomar i ögat och närliggande organ,13,Hallands län,..,..,..,..,..,..
2013,3,H60-H95,Sjukdomar i örat och mastoidutskottet,13,Hallands län,..,..,14,0.51,..,..
2013,3,I00-I99,Cirkulationsorganens sjukdomar,13,Hallands län,175,4.01,64,2.32,111,6.89
2013,3,J00-J99,Andningsorganens sjukdomar,13,Hallands län,36,0.82,26,0.94,10,0.62
2013,3,K00-K93,Matsmältningsorganens sjukdomar,13,Hallands län,85,1.95,43,1.56,42,2.61
2013,3,L00-L99,Hudens och underhudens sjukdomar,13,Hallands län,22,0.5,11,0.4,11,0.68
2013,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,13,Hallands län,1133,25.9,692,25.1,441,27.4
2013,3,N00-N99,Sjukdomar i urin- och könsorganen,13,Hallands län,48,1.1,31,1.12,17,1.06
2013,3,O00-O99,"Graviditet, förlossning och barnsängstid",13,Hallands län,81,1.85,81,2.94,-,-
2013,3,P00-P96,Vissa perinatala tillstånd,13,Hallands län,-,-,-,-,-,-
2013,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",13,Hallands län,..,..,..,..,-,-
2013,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",13,Hallands län,91,2.08,59,2.14,32,1.99
2013,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",13,Hallands län,391,8.95,171,6.2,220,13.7
2013,3,U00-U99,Koder för särskilda ändamål,13,Hallands län,-,-,-,-,-,-
2013,3,V01-Y98,Yttre orsaker till sjukdom och död,13,Hallands län,..,..,-,-,..,..
2013,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,13,Hallands län,32,0.73,22,0.8,10,0.62
2013,3,-00--99,Saknas/Okänd,13,Hallands län,118,2.7,69,2.5,49,3.04
2013,3,Samtliga,Samtliga,14,Västra Götalands län,26845,100,17393,100,9452,100
2013,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,14,Västra Götalands län,160,0.6,90,0.52,70,0.74
2013,3,C00-D48,Tumörer,14,Västra Götalands län,1696,6.32,1095,6.3,601,6.36
2013,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,14,Västra Götalands län,73,0.27,46,0.26,27,0.29
2013,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",14,Västra Götalands län,281,1.05,194,1.12,87,0.92
2013,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,14,Västra Götalands län,11128,41.5,7785,44.8,3343,35.4
2013,3,G00-G99,Sjukdomar i nervsystemet,14,Västra Götalands län,986,3.67,650,3.74,336,3.55
2013,3,H00-H59,Sjukdomar i ögat och närliggande organ,14,Västra Götalands län,107,0.4,55,0.32,52,0.55
2013,3,H60-H95,Sjukdomar i örat och mastoidutskottet,14,Västra Götalands län,111,0.41,71,0.41,40,0.42
2013,3,I00-I99,Cirkulationsorganens sjukdomar,14,Västra Götalands län,1032,3.84,428,2.46,604,6.39
2013,3,J00-J99,Andningsorganens sjukdomar,14,Västra Götalands län,304,1.13,212,1.22,92,0.97
2013,3,K00-K93,Matsmältningsorganens sjukdomar,14,Västra Götalands län,461,1.72,260,1.49,201,2.13
2013,3,L00-L99,Hudens och underhudens sjukdomar,14,Västra Götalands län,129,0.48,82,0.47,47,0.5
2013,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,14,Västra Götalands län,5989,22.3,3773,21.7,2216,23.4
2013,3,N00-N99,Sjukdomar i urin- och könsorganen,14,Västra Götalands län,254,0.95,159,0.91,95,1.01
2013,3,O00-O99,"Graviditet, förlossning och barnsängstid",14,Västra Götalands län,467,1.74,467,2.68,-,-
2013,3,P00-P96,Vissa perinatala tillstånd,14,Västra Götalands län,..,..,..,..,..,..
2013,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",14,Västra Götalands län,63,0.23,42,0.24,21,0.22
2013,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",14,Västra Götalands län,592,2.21,393,2.26,199,2.11
2013,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",14,Västra Götalands län,1909,7.11,882,5.07,1027,10.9
2013,3,U00-U99,Koder för särskilda ändamål,14,Västra Götalands län,-,-,-,-,-,-
2013,3,V01-Y98,Yttre orsaker till sjukdom och död,14,Västra Götalands län,..,..,..,..,..,..
2013,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,14,Västra Götalands län,191,0.71,116,0.67,75,0.79
2013,3,-00--99,Saknas/Okänd,14,Västra Götalands län,903,3.36,588,3.38,315,3.33
2013,3,Samtliga,Samtliga,17,Värmlands län,4030,100,2610,100,1420,100
2013,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,17,Värmlands län,..,..,14,0.54,..,..
2013,3,C00-D48,Tumörer,17,Värmlands län,278,6.9,181,6.93,97,6.83
2013,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,17,Värmlands län,..,..,..,..,..,..
2013,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",17,Värmlands län,48,1.19,33,1.26,15,1.06
2013,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,17,Värmlands län,1506,37.4,1091,41.8,415,29.2
2013,3,G00-G99,Sjukdomar i nervsystemet,17,Värmlands län,172,4.27,115,4.41,57,4.01
2013,3,H00-H59,Sjukdomar i ögat och närliggande organ,17,Värmlands län,..,..,..,..,..,..
2013,3,H60-H95,Sjukdomar i örat och mastoidutskottet,17,Värmlands län,28,0.69,16,0.61,12,0.85
2013,3,I00-I99,Cirkulationsorganens sjukdomar,17,Värmlands län,177,4.39,68,2.61,109,7.68
2013,3,J00-J99,Andningsorganens sjukdomar,17,Värmlands län,48,1.19,28,1.07,20,1.41
2013,3,K00-K93,Matsmältningsorganens sjukdomar,17,Värmlands län,84,2.08,49,1.88,35,2.46
2013,3,L00-L99,Hudens och underhudens sjukdomar,17,Värmlands län,..,..,16,0.61,..,..
2013,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,17,Värmlands län,925,23,575,22,350,24.6
2013,3,N00-N99,Sjukdomar i urin- och könsorganen,17,Värmlands län,39,0.97,25,0.96,14,0.99
2013,3,O00-O99,"Graviditet, förlossning och barnsängstid",17,Värmlands län,88,2.18,88,3.37,-,-
2013,3,P00-P96,Vissa perinatala tillstånd,17,Värmlands län,-,-,-,-,-,-
2013,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",17,Värmlands län,..,..,..,..,..,..
2013,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",17,Värmlands län,101,2.51,69,2.64,32,2.25
2013,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",17,Värmlands län,315,7.82,135,5.17,180,12.7
2013,3,U00-U99,Koder för särskilda ändamål,17,Värmlands län,-,-,-,-,-,-
2013,3,V01-Y98,Yttre orsaker till sjukdom och död,17,Värmlands län,..,..,..,..,..,..
2013,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,17,Värmlands län,34,0.84,19,0.73,15,1.06
2013,3,-00--99,Saknas/Okänd,17,Värmlands län,106,2.63,69,2.64,37,2.61
2013,3,Samtliga,Samtliga,18,Örebro län,4655,100,3019,100,1636,100
2013,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,18,Örebro län,..,..,11,0.36,..,..
2013,3,C00-D48,Tumörer,18,Örebro län,267,5.74,172,5.7,95,5.81
2013,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,18,Örebro län,..,..,..,..,..,..
2013,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",18,Örebro län,58,1.25,38,1.26,20,1.22
2013,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,18,Örebro län,1848,39.7,1310,43.4,538,32.9
2013,3,G00-G99,Sjukdomar i nervsystemet,18,Örebro län,157,3.37,101,3.35,56,3.42
2013,3,H00-H59,Sjukdomar i ögat och närliggande organ,18,Örebro län,23,0.49,11,0.36,12,0.73
2013,3,H60-H95,Sjukdomar i örat och mastoidutskottet,18,Örebro län,34,0.73,21,0.7,13,0.79
2013,3,I00-I99,Cirkulationsorganens sjukdomar,18,Örebro län,172,3.69,59,1.95,113,6.91
2013,3,J00-J99,Andningsorganens sjukdomar,18,Örebro län,42,0.9,23,0.76,19,1.16
2013,3,K00-K93,Matsmältningsorganens sjukdomar,18,Örebro län,77,1.65,37,1.23,40,2.44
2013,3,L00-L99,Hudens och underhudens sjukdomar,18,Örebro län,32,0.69,19,0.63,13,0.79
2013,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,18,Örebro län,1182,25.4,755,25,427,26.1
2013,3,N00-N99,Sjukdomar i urin- och könsorganen,18,Örebro län,37,0.79,26,0.86,11,0.67
2013,3,O00-O99,"Graviditet, förlossning och barnsängstid",18,Örebro län,103,2.21,103,3.41,-,-
2013,3,P00-P96,Vissa perinatala tillstånd,18,Örebro län,-,-,-,-,-,-
2013,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",18,Örebro län,..,..,17,0.56,..,..
2013,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",18,Örebro län,112,2.41,81,2.68,31,1.89
2013,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",18,Örebro län,323,6.94,147,4.87,176,10.8
2013,3,U00-U99,Koder för särskilda ändamål,18,Örebro län,-,-,-,-,-,-
2013,3,V01-Y98,Yttre orsaker till sjukdom och död,18,Örebro län,..,..,..,..,-,-
2013,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,18,Örebro län,..,..,17,0.56,..,..
2013,3,-00--99,Saknas/Okänd,18,Örebro län,112,2.41,66,2.19,46,2.81
2013,3,Samtliga,Samtliga,19,Västmanlands län,3833,100,2449,100,1384,100
2013,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,19,Västmanlands län,26,0.68,15,0.61,11,0.79
2013,3,C00-D48,Tumörer,19,Västmanlands län,222,5.79,134,5.47,88,6.36
2013,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,19,Västmanlands län,..,..,..,..,-,-
2013,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",19,Västmanlands län,37,0.97,22,0.9,15,1.08
2013,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,19,Västmanlands län,1414,36.9,1024,41.8,390,28.2
2013,3,G00-G99,Sjukdomar i nervsystemet,19,Västmanlands län,148,3.86,89,3.63,59,4.26
2013,3,H00-H59,Sjukdomar i ögat och närliggande organ,19,Västmanlands län,..,..,..,..,..,..
2013,3,H60-H95,Sjukdomar i örat och mastoidutskottet,19,Västmanlands län,..,..,..,..,..,..
2013,3,I00-I99,Cirkulationsorganens sjukdomar,19,Västmanlands län,154,4.02,68,2.78,86,6.21
2013,3,J00-J99,Andningsorganens sjukdomar,19,Västmanlands län,48,1.25,32,1.31,16,1.16
2013,3,K00-K93,Matsmältningsorganens sjukdomar,19,Västmanlands län,61,1.59,36,1.47,25,1.81
2013,3,L00-L99,Hudens och underhudens sjukdomar,19,Västmanlands län,..,..,..,..,14,1.01
2013,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,19,Västmanlands län,1006,26.2,632,25.8,374,27
2013,3,N00-N99,Sjukdomar i urin- och könsorganen,19,Västmanlands län,42,1.1,16,0.65,26,1.88
2013,3,O00-O99,"Graviditet, förlossning och barnsängstid",19,Västmanlands län,49,1.28,49,2,-,-
2013,3,P00-P96,Vissa perinatala tillstånd,19,Västmanlands län,..,..,..,..,-,-
2013,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",19,Västmanlands län,..,..,..,..,..,..
2013,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",19,Västmanlands län,159,4.15,100,4.08,59,4.26
2013,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",19,Västmanlands län,274,7.15,124,5.06,150,10.8
2013,3,U00-U99,Koder för särskilda ändamål,19,Västmanlands län,-,-,-,-,-,-
2013,3,V01-Y98,Yttre orsaker till sjukdom och död,19,Västmanlands län,..,..,..,..,-,-
2013,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,19,Västmanlands län,35,0.91,23,0.94,12,0.87
2013,3,-00--99,Saknas/Okänd,19,Västmanlands län,93,2.43,50,2.04,43,3.11
2013,3,Samtliga,Samtliga,20,Dalarnas län,4432,100,2876,100,1556,100
2013,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,20,Dalarnas län,..,..,..,..,..,..
2013,3,C00-D48,Tumörer,20,Dalarnas län,270,6.09,162,5.63,108,6.94
2013,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,20,Dalarnas län,..,..,10,0.35,..,..
2013,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",20,Dalarnas län,53,1.2,35,1.22,18,1.16
2013,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,20,Dalarnas län,1671,37.7,1229,42.7,442,28.4
2013,3,G00-G99,Sjukdomar i nervsystemet,20,Dalarnas län,171,3.86,101,3.51,70,4.5
2013,3,H00-H59,Sjukdomar i ögat och närliggande organ,20,Dalarnas län,..,..,..,..,11,0.71
2013,3,H60-H95,Sjukdomar i örat och mastoidutskottet,20,Dalarnas län,30,0.68,18,0.63,12,0.77
2013,3,I00-I99,Cirkulationsorganens sjukdomar,20,Dalarnas län,193,4.35,70,2.43,123,7.9
2013,3,J00-J99,Andningsorganens sjukdomar,20,Dalarnas län,48,1.08,27,0.94,21,1.35
2013,3,K00-K93,Matsmältningsorganens sjukdomar,20,Dalarnas län,89,2.01,50,1.74,39,2.51
2013,3,L00-L99,Hudens och underhudens sjukdomar,20,Dalarnas län,..,..,12,0.42,..,..
2013,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,20,Dalarnas län,1074,24.2,701,24.4,373,24
2013,3,N00-N99,Sjukdomar i urin- och könsorganen,20,Dalarnas län,45,1.02,30,1.04,15,0.96
2013,3,O00-O99,"Graviditet, förlossning och barnsängstid",20,Dalarnas län,68,1.53,68,2.36,-,-
2013,3,P00-P96,Vissa perinatala tillstånd,20,Dalarnas län,-,-,-,-,-,-
2013,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",20,Dalarnas län,..,..,13,0.45,..,..
2013,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",20,Dalarnas län,119,2.69,84,2.92,35,2.25
2013,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",20,Dalarnas län,341,7.69,141,4.9,200,12.9
2013,3,U00-U99,Koder för särskilda ändamål,20,Dalarnas län,-,-,-,-,-,-
2013,3,V01-Y98,Yttre orsaker till sjukdom och död,20,Dalarnas län,-,-,-,-,-,-
2013,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,20,Dalarnas län,45,1.02,27,0.94,18,1.16
2013,3,-00--99,Saknas/Okänd,20,Dalarnas län,132,2.98,87,3.03,45,2.89
2013,3,Samtliga,Samtliga,21,Gävleborgs län,4167,100,2634,100,1533,100
2013,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,21,Gävleborgs län,25,0.6,13,0.49,12,0.78
2013,3,C00-D48,Tumörer,21,Gävleborgs län,271,6.5,169,6.42,102,6.65
2013,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,21,Gävleborgs län,..,..,..,..,..,..
2013,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",21,Gävleborgs län,44,1.06,27,1.03,17,1.11
2013,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,21,Gävleborgs län,1363,32.7,951,36.1,412,26.9
2013,3,G00-G99,Sjukdomar i nervsystemet,21,Gävleborgs län,177,4.25,111,4.21,66,4.31
2013,3,H00-H59,Sjukdomar i ögat och närliggande organ,21,Gävleborgs län,..,..,10,0.38,..,..
2013,3,H60-H95,Sjukdomar i örat och mastoidutskottet,21,Gävleborgs län,..,..,..,..,..,..
2013,3,I00-I99,Cirkulationsorganens sjukdomar,21,Gävleborgs län,190,4.56,101,3.83,89,5.81
2013,3,J00-J99,Andningsorganens sjukdomar,21,Gävleborgs län,48,1.15,22,0.84,26,1.7
2013,3,K00-K93,Matsmältningsorganens sjukdomar,21,Gävleborgs län,73,1.75,48,1.82,25,1.63
2013,3,L00-L99,Hudens och underhudens sjukdomar,21,Gävleborgs län,30,0.72,20,0.76,10,0.65
2013,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,21,Gävleborgs län,995,23.9,629,23.9,366,23.9
2013,3,N00-N99,Sjukdomar i urin- och könsorganen,21,Gävleborgs län,44,1.06,28,1.06,16,1.04
2013,3,O00-O99,"Graviditet, förlossning och barnsängstid",21,Gävleborgs län,43,1.03,43,1.63,-,-
2013,3,P00-P96,Vissa perinatala tillstånd,21,Gävleborgs län,-,-,-,-,-,-
